rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_randomforestregressor__max_depth,param_randomforestregressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,8.345370054244995,0.0353108759407043,0.08944497108459473,0.004915314413984307,390,66,712,"{'columntransformer__countvectorizer__max_features': 390, 'randomforestregressor__max_depth': 66, 'randomforestregressor__n_estimators': 712}",-0.09653880736780099,-0.09427998257184211,-0.090534132537587,-0.10153404915504588,-0.09350362338942127,-0.09527811900433944,0.003670872262072267,-0.034360558347190415,-0.035077791170304524,-0.03520400869096687,-0.03409666232179259,-0.034974050951063936,-0.03474261429626367,0.00043405344166031374
12,4.189700174331665,0.027820996312680136,0.050776004791259766,0.004713177295936816,396,78,351,"{'columntransformer__countvectorizer__max_features': 396, 'randomforestregressor__max_depth': 78, 'randomforestregressor__n_estimators': 351}",-0.0973140956857767,-0.09383940270128932,-0.0907567307280274,-0.10111084143830662,-0.0934068156534432,-0.09528557724136866,0.003582742153420256,-0.0341666449191319,-0.03428615065131216,-0.03421452049652839,-0.03364804413219509,-0.03424750076571572,-0.034112572192976656,0.0002355584158988805
13,7.302412414550782,0.06765164822756876,0.07761859893798828,0.004340197987017572,225,75,682,"{'columntransformer__countvectorizer__max_features': 225, 'randomforestregressor__max_depth': 75, 'randomforestregressor__n_estimators': 682}",-0.09670455784070206,-0.09466994889850387,-0.09088166431194611,-0.10045318156731901,-0.09372336793954984,-0.09528654411160417,0.0031916008831255178,-0.03392734668828884,-0.034108990330786536,-0.03431955555905243,-0.03354338791916573,-0.0339599016730708,-0.03397183643407287,0.0002551116176055226
14,10.593960523605347,0.04324418282942364,0.10468544960021972,0.010869451367698346,419,50,955,"{'columntransformer__countvectorizer__max_features': 419, 'randomforestregressor__max_depth': 50, 'randomforestregressor__n_estimators': 955}",-0.09676631897045317,-0.09427808118958603,-0.09032246511867667,-0.10155286088266335,-0.09361331458981581,-0.09530660815023902,0.003739337412579962,-0.03654007296316227,-0.03811275407853261,-0.038266208053079176,-0.03649208780868671,-0.03778416821037846,-0.03743905822276784,0.0007696845215463775
15,6.151300954818725,0.053331429032345605,0.06531739234924316,0.0024032750394092353,379,76,525,"{'columntransformer__countvectorizer__max_features': 379, 'randomforestregressor__max_depth': 76, 'randomforestregressor__n_estimators': 525}",-0.09683296126455514,-0.0942097038648368,-0.09103526337746363,-0.1011857283787517,-0.09329275029192644,-0.09531128143550674,0.003475540474391004,-0.034121968115676214,-0.03423286682950907,-0.03438960930954304,-0.033740196017172826,-0.034290883765832086,-0.034155104807546646,0.00022482106827738504
16,207.1923231124878,160.43688898179627,0.1088594913482666,0.016803204762091222,378,99,885,"{'columntransformer__countvectorizer__max_features': 378, 'randomforestregressor__max_depth': 99, 'randomforestregressor__n_estimators': 885}",-0.09699007013678376,-0.09454909836827151,-0.09016568604516374,-0.10128909337090786,-0.09357098927705006,-0.09531298743963537,0.0037051111786880037,-0.034003065222012054,-0.03417063280582027,-0.03421202641858288,-0.033473773284242773,-0.033971424699822776,-0.03396618448609615,0.000263094588100597
17,5.299359083175659,0.029474360923530847,0.059436988830566403,0.006342725101071957,400,54,472,"{'columntransformer__countvectorizer__max_features': 400, 'randomforestregressor__max_depth': 54, 'randomforestregressor__n_estimators': 472}",-0.09641463288152684,-0.09473708275500427,-0.0904875674466465,-0.10176498566709664,-0.09324656727010697,-0.09533016720407624,0.0037610334940498193,-0.03579071666531004,-0.037179641011663746,-0.03730110644134782,-0.03556854302322114,-0.03660809814989828,-0.036489621058288214,0.0007050567326704073
18,10.234368705749512,0.09953758242049399,0.09783973693847656,0.0017766338259449298,286,71,927,"{'columntransformer__countvectorizer__max_features': 286, 'randomforestregressor__max_depth': 71, 'randomforestregressor__n_estimators': 927}",-0.096868663447973,-0.09495850951458208,-0.09033454405294866,-0.10076803675161346,-0.09372716451577003,-0.09533138365657744,0.003452575451302767,-0.034093491924850255,-0.03448566360261538,-0.03450231949150329,-0.0338038083142499,-0.03429817107622749,-0.034236690881889256,0.00026238103851849526
19,5.371771574020386,0.04168495087512426,0.06268630027770997,0.00419468809910589,338,72,462,"{'columntransformer__countvectorizer__max_features': 338, 'randomforestregressor__max_depth': 72, 'randomforestregressor__n_estimators': 462}",-0.09639019698237158,-0.0945199707093885,-0.0903945066167807,-0.10092692671053054,-0.0944595440434608,-0.09533822901250642,0.0034123951594435993,-0.034064379446345584,-0.03442142775188051,-0.03464469628547308,-0.03394064318518039,-0.034575509271520984,-0.034329331188080105,0.0002792197555798906
20,9.883044958114624,0.08007533171711705,0.11384320259094238,0.010352166519309435,198,66,938,"{'columntransformer__countvectorizer__max_features': 198, 'randomforestregressor__max_depth': 66, 'randomforestregressor__n_estimators': 938}",-0.09668048478453084,-0.09526996633458894,-0.0902437906676085,-0.10076096179116653,-0.09376990065963403,-0.09534502084750576,0.003453261251824441,-0.034075966015866016,-0.03422361580683902,-0.03456748493310243,-0.03386497972626866,-0.03432647370619865,-0.03421170403765496,0.00023602396966986526
21,205.84115080833436,243.8148769264904,0.08191084861755371,0.011803432151546401,218,61,627,"{'columntransformer__countvectorizer__max_features': 218, 'randomforestregressor__max_depth': 61, 'randomforestregressor__n_estimators': 627}",-0.09663592956656147,-0.09519509303897902,-0.09087442165600483,-0.10083181034517659,-0.09319148640182058,-0.09534574820170849,0.0033590995149008394,-0.03440080983350252,-0.03513663401936978,-0.035523809314257006,-0.03416730078101198,-0.03496205957571253,-0.03483812270477076,0.0004931288026719818
22,9.431487083435059,0.0500104255943894,0.09239535331726074,0.002565037344989237,349,48,891,"{'columntransformer__countvectorizer__max_features': 349, 'randomforestregressor__max_depth': 48, 'randomforestregressor__n_estimators': 891}",-0.09627922230296677,-0.09543605435265513,-0.09066408349990057,-0.10094215795322027,-0.09342895055883124,-0.0953500937335148,0.0033997451190080565,-0.03699442077643184,-0.038705953247528124,-0.038748925626380236,-0.03697787089867193,-0.03788443197632045,-0.037862320505066514,0.0007789447743800197
23,6.15192756652832,0.08378153004668397,0.06845669746398926,0.00419573747376479,357,87,519,"{'columntransformer__countvectorizer__max_features': 357, 'randomforestregressor__max_depth': 87, 'randomforestregressor__n_estimators': 519}",-0.09655764322527857,-0.09456593937695208,-0.09078188329327484,-0.10102241713809594,-0.09383543070043555,-0.0953526627468074,0.003388540817729127,-0.034128647954714104,-0.03407172223109106,-0.0342413047823684,-0.033713772663017956,-0.03442733947613743,-0.034116557421465785,0.00023517624305449664
24,3.2742143154144285,0.019110005858959788,0.048548221588134766,0.00222036213343947,266,47,314,"{'columntransformer__countvectorizer__max_features': 266, 'randomforestregressor__max_depth': 47, 'randomforestregressor__n_estimators': 314}",-0.09663109479564883,-0.09524486341165019,-0.09065017418556186,-0.1004615640168702,-0.09379431648014062,-0.09535640257797434,0.0032338414683224103,-0.03713622419058627,-0.03862446026964474,-0.03917102366974866,-0.0369441741331945,-0.03848616128191348,-0.03807240870901753,0.0008754726334665356
